"Table 2.3.3. Real Personal Consumption Expenditures by Major Type of Product, Quantity Indexes"
10,"        Clothing and footwear",9.845,9.726,9.884,9.874,9.781,9.842,9.935,10.158,10.173,10.045,9.679,10.058,10.041,10.215,10.589,10.118,10.331,9.953,10.163,10.306,10.227,10.591,10.912,11.150,10.762,11.024,10.814,10.662,10.787,10.787,10.745,10.984,11.111,11.416,11.322,11.563,11.568,11.611,11.719,11.704,11.558,11.509,11.754,11.454,11.342,11.559,11.819,12.023,12.068,12.378,12.294,12.411,12.448,12.534,12.331,12.284,12.395,12.524,12.626,12.968,13.035,13.181,13.239,13.347,13.294,13.376,13.613,13.488,14.045,14.415,14.627,14.773,14.787,14.762,15.071,15.644,15.976,16.036,16.219,16.074,16.084,16.207,16.279,16.183,16.638,16.753,17.041,16.919,17.088,17.153,17.248,17.159,16.958,16.905,16.859,17.136,17.251,17.675,17.771,18.016,18.164,18.624,19.206,19.752,20.295,20.230,20.266,20.404,20.476,20.230,19.887,19.051,19.703,20.374,20.719,20.857,21.116,21.162,21.451,21.687,21.725,22.147,22.501,23.620,23.868,24.756,25.130,25.719,25.717,25.878,26.761,26.913,26.749,26.622,27.308,27.854,28.595,28.740,29.089,29.018,29.324,28.822,29.340,29.876,30.114,31.113,31.494,32.677,33.189,34.323,33.815,34.451,34.743,35.232,35.698,36.160,37.095,38.315,38.508,38.545,39.181,39.347,39.950,39.639,40.183,39.946,40.855,41.782,41.915,42.469,43.415,43.585,43.223,42.563,42.468,41.947,42.405,43.020,42.892,42.002,43.725,44.424,45.326,45.889,45.724,46.589,47.061,47.630,48.749,48.651,49.384,50.698,50.526,51.062,51.978,52.028,52.384,53.677,54.579,54.924,54.948,54.458,56.268,56.980,58.197,59.176,58.745,60.110,62.282,62.819,63.237,63.400,64.433,65.829,66.548,67.110,66.034,66.465,66.386,67.532,68.294,68.314,67.911,70.033,69.788,71.650,73.221,73.389,75.232,74.345,75.106,76.610,77.647,79.279,79.064,81.411,81.893,81.320,82.167,83.027,83.556,83.502,84.160,83.835,83.206,85.029,82.991,80.173,79.269,77.857,78.584,79.010,80.825,82.011,82.455,84.557,85.332,85.876,84.662,85.015,86.067,84.516,85.795,85.109,86.323,86.808,86.735,87.235,87.508,89.731,90.478,92.224,92.871,93.846,94.626,94.978,96.775,96.725,97.902,97.328,98.847,99.579,100.082,101.492,102.258,101.314,102.069,102.086,103.027,104.620,104.670,105.630,96.222,80.453,105.932,108.595,116.300,126.122,123.939,123.613,120.934,122.775,122.052,122.043,123.461,121.574,123.128,124.296,125.204,124.204,124.732
11,"        Gasoline and other energy goods",29.213,30.205,30.517,30.440,31.135,31.204,31.522,31.163,30.883,31.346,31.362,31.731,31.897,33.105,33.747,32.932,34.238,33.985,34.857,35.603,35.462,35.867,36.407,36.846,36.977,36.854,37.265,37.180,37.387,37.495,38.265,39.273,39.910,40.886,41.312,42.439,42.860,42.945,42.420,43.356,43.955,43.429,44.277,44.170,44.420,45.748,46.563,46.980,47.063,47.155,46.984,46.982,47.381,48.492,47.653,47.660,47.079,48.287,47.211,47.343,48.683,48.792,48.730,49.880,51.094,50.561,50.397,50.820,51.712,52.987,54.604,54.384,54.132,55.509,56.804,57.421,57.465,58.913,59.703,60.003,59.894,60.473,60.334,61.439,62.721,62.811,63.477,63.356,64.751,65.581,65.800,67.198,68.297,67.662,68.702,68.726,70.042,71.150,70.840,70.898,72.430,73.037,74.381,77.425,79.138,78.585,78.927,77.707,69.189,71.489,72.906,75.185,73.759,74.434,73.835,73.454,75.705,77.144,78.198,80.258,78.756,78.651,79.552,79.933,80.606,81.236,80.298,79.859,81.987,78.144,76.957,75.616,73.652,71.213,70.104,70.087,70.560,70.363,70.248,70.191,70.991,71.132,69.953,69.745,71.305,71.007,72.498,73.214,72.690,73.838,74.334,74.946,75.009,75.382,75.633,75.509,77.077,78.799,79.993,81.001,79.824,81.978,79.981,81.143,81.930,83.102,83.064,84.020,84.152,83.692,83.533,86.050,83.517,83.106,83.853,80.897,80.793,82.217,83.206,82.468,83.800,85.684,85.915,86.412,86.226,87.163,88.688,88.302,89.448,88.919,89.227,88.390,90.567,91.301,90.280,90.476,91.700,92.287,92.315,92.056,92.662,93.952,94.365,94.814,95.338,96.505,97.137,97.341,97.874,99.923,98.553,98.850,95.095,96.718,96.928,96.151,96.396,94.978,96.538,96.610,96.325,97.241,97.265,96.765,95.811,96.073,97.446,98.631,98.097,98.147,97.367,97.639,98.500,97.745,96.675,96.578,96.321,96.593,97.675,97.937,97.774,96.565,96.878,96.607,94.881,93.409,90.775,93.464,94.216,93.671,93.350,93.504,92.197,93.340,93.892,93.434,92.246,90.699,90.884,90.438,89.845,90.513,89.951,88.995,91.013,92.111,92.381,93.392,92.709,92.330,92.857,94.917,97.806,97.865,99.059,98.880,100.260,100.030,100.268,99.211,99.079,100.623,100.324,99.974,99.688,100.031,99.676,99.448,100.803,99.833,98.835,97.804,92.220,75.364,88.781,86.641,89.463,96.277,98.903,99.647,98.281,96.852,96.125,96.265,97.982,98.334,97.367,98.047,95.876,97.636,98.499
12,"        Other nondurable goods",8.987,9.367,9.485,9.498,9.633,9.597,9.730,9.719,9.947,10.200,10.307,10.704,10.803,10.906,11.275,10.986,11.408,11.125,11.428,12.050,11.818,11.870,12.047,12.366,12.584,12.527,12.339,12.647,12.520,12.425,12.454,12.537,12.755,12.919,13.154,13.530,13.721,13.628,13.631,13.761,14.013,14.121,14.315,14.317,14.018,14.197,14.726,14.979,15.223,15.227,15.438,15.525,15.722,16.015,16.197,16.384,16.512,16.757,16.973,17.418,17.775,17.947,18.208,18.495,18.777,18.851,19.111,18.987,19.333,19.587,20.139,20.024,20.462,20.780,20.944,21.676,22.163,22.635,22.837,22.897,23.140,23.370,23.456,23.232,23.850,24.131,24.470,24.514,24.612,24.807,25.085,25.127,25.465,25.531,25.801,26.154,25.975,25.642,25.806,25.965,26.333,26.965,27.319,27.780,28.354,28.680,29.154,29.550,29.911,29.309,28.428,27.687,27.386,27.599,28.141,28.461,28.749,29.046,29.174,29.318,29.385,29.284,29.450,29.992,30.457,31.348,32.024,32.639,32.819,33.252,33.706,34.017,34.145,33.594,33.851,34.549,34.773,34.699,34.894,34.852,34.656,34.538,34.726,34.800,34.765,35.293,35.921,36.266,36.760,37.566,37.729,37.949,38.371,38.370,38.483,38.809,38.926,39.100,39.495,39.992,40.290,40.910,40.986,41.150,41.268,41.647,41.878,42.288,42.598,42.881,43.334,43.863,44.398,44.191,44.299,44.178,44.074,43.947,43.943,44.129,44.675,44.629,44.857,45.488,45.854,46.236,46.804,47.285,47.853,48.575,49.305,49.863,50.213,50.821,51.029,51.526,51.836,52.751,53.509,54.522,54.955,55.380,56.565,57.263,57.704,58.448,59.361,60.446,61.609,61.974,62.249,64.754,64.001,65.558,66.255,67.295,66.850,67.380,68.134,68.999,69.707,69.507,69.729,70.512,71.876,72.608,74.143,75.075,75.227,76.403,77.196,77.818,77.976,78.906,79.533,80.795,82.688,82.566,82.953,84.643,85.144,85.533,85.808,85.493,85.019,85.514,85.379,84.231,83.983,82.856,82.893,82.909,83.333,84.067,84.434,84.921,85.875,86.007,85.877,85.995,87.098,86.652,86.420,86.956,88.731,88.173,89.082,90.037,90.414,92.116,93.221,94.155,94.708,95.417,96.900,97.510,97.736,98.340,97.871,97.661,98.582,99.571,100.055,101.792,102.569,103.131,103.809,105.107,106.422,107.738,109.227,109.707,112.746,114.052,119.811,121.418,122.100,125.090,125.441,127.080,127.212,127.761,127.713,128.083,129.543,130.019,131.900,133.787,133.642,134.052,136.443
13,Services,9.491,9.628,9.608,9.558,9.660,9.812,9.864,9.963,10.026,10.077,10.056,10.085,10.211,10.470,10.632,10.700,10.993,11.068,11.206,11.234,11.376,11.551,11.703,11.868,11.985,12.127,12.200,12.108,12.221,12.431,12.646,12.799,12.948,13.043,13.176,13.439,13.568,13.698,13.843,14.024,14.079,14.200,14.303,14.458,14.438,14.649,14.852,14.953,15.139,15.366,15.573,15.762,15.904,16.080,16.060,16.215,16.375,16.614,16.665,16.961,17.120,17.377,17.525,17.744,17.824,18.014,18.328,18.578,18.873,19.139,19.393,19.661,19.887,20.187,20.463,20.810,21.026,21.255,21.429,21.663,21.861,22.074,22.375,22.562,22.919,23.275,23.572,23.831,24.038,24.336,24.532,24.837,25.105,25.261,25.547,25.677,25.855,26.117,26.363,26.776,27.227,27.555,27.928,28.427,28.791,29.036,29.228,29.335,29.281,29.575,29.731,30.036,30.316,30.679,30.824,31.268,31.632,31.841,32.227,32.669,33.070,33.191,33.546,33.864,34.393,34.910,35.161,35.346,35.715,35.935,36.069,36.371,36.433,36.203,36.621,37.180,36.967,37.219,37.225,37.304,37.500,37.710,38.001,38.589,39.103,39.635,40.220,40.635,40.816,41.137,41.653,42.111,42.874,43.269,43.851,44.202,44.384,44.652,45.026,45.519,46.255,46.711,47.128,47.590,48.239,48.667,49.397,49.812,50.151,50.353,50.683,51.161,51.426,52.050,52.467,52.341,52.302,52.822,53.051,53.367,54.241,54.663,55.242,55.857,56.070,56.353,57.006,57.375,57.847,58.259,58.647,58.996,59.403,59.993,60.432,60.768,61.370,61.722,62.058,62.405,62.959,63.435,64.193,64.897,65.646,66.495,67.288,67.663,68.279,69.004,69.758,70.677,71.752,72.592,73.250,73.891,74.208,74.327,74.436,74.829,75.163,75.639,75.947,76.433,76.781,77.232,77.743,78.190,78.837,79.355,80.190,81.007,81.464,82.204,82.830,83.161,83.631,84.233,84.666,85.273,85.760,85.998,86.589,87.021,87.593,88.025,87.947,88.090,87.744,87.369,87.512,87.595,88.032,88.628,89.244,89.459,89.748,90.047,90.439,90.352,90.762,91.009,91.088,91.313,91.382,91.675,91.865,92.625,92.782,93.260,94.116,95.074,95.565,96.050,96.530,96.895,97.485,97.799,98.310,98.761,99.459,99.693,100.110,100.737,101.376,102.062,102.535,102.761,102.869,103.335,104.364,105.197,102.875,90.880,98.154,99.860,101.170,104.520,107.148,108.289,108.924,110.195,111.145,111.738,112.774,113.232,113.823,114.817,115.784,116.570,117.322
14,"    Household consumption expenditures (for services)",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,16.147,16.395,16.622,16.812,16.936,17.113,17.085,17.260,17.447,17.691,17.739,18.048,18.215,18.505,18.676,18.925,19.010,19.201,19.522,19.775,20.067,20.354,20.634,20.929,21.179,21.487,21.760,22.119,22.350,22.615,22.821,23.092,23.295,23.506,23.804,23.983,24.371,24.769,25.097,25.382,25.613,25.936,26.140,26.459,26.739,26.898,27.188,27.342,27.527,27.797,28.045,28.463,28.969,29.321,29.741,30.234,30.658,30.915,31.163,31.275,31.215,31.541,31.726,32.055,32.378,32.769,32.912,33.376,33.747,33.975,34.398,34.879,35.325,35.458,35.839,36.143,36.726,37.284,37.564,37.743,38.110,38.355,38.557,38.853,38.901,38.641,39.042,39.623,39.382,39.666,39.619,39.635,39.791,39.974,40.245,40.835,41.336,41.898,42.475,42.852,43.017,43.308,43.814,44.242,45.088,45.486,46.098,46.477,46.597,46.792,47.167,47.680,48.454,48.926,49.337,49.810,50.426,50.823,51.542,51.936,52.282,52.413,52.680,53.113,53.351,53.893,54.207,54.020,53.944,54.470,54.647,54.917,55.721,56.065,56.594,57.171,57.405,57.698,58.338,58.703,59.152,59.537,59.894,60.241,60.659,61.263,61.717,62.031,62.598,62.946,63.287,63.715,64.428,64.950,65.755,66.471,67.193,68.018,68.768,69.078,69.708,70.453,71.231,72.170,73.219,74.094,74.684,75.274,75.592,75.652,75.712,76.060,76.353,76.763,76.953,77.384,77.733,78.135,78.650,79.128,79.771,80.331,81.192,82.105,82.682,83.383,84.006,84.177,84.556,85.082,85.484,86.139,86.630,86.926,87.495,87.768,88.243,88.526,88.317,88.284,88.007,87.712,87.824,87.751,88.188,88.766,89.467,89.757,89.982,90.162,90.365,90.390,90.706,90.762,90.813,90.889,91.121,91.420,91.611,92.406,92.616,93.058,93.945,95.002,95.604,96.093,96.487,96.757,97.391,97.781,98.151,98.614,99.370,99.642,100.186,100.801,101.382,101.986,102.446,102.448,103.034,103.433,104.448,105.330,102.199,89.230,97.604,99.505,101.147,104.955,107.653,108.680,109.112,110.257,111.204,111.959,113.257,113.788,114.406,115.472,116.306,116.920,117.772
15,"        Housing and utilities",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,19.103,19.291,19.638,19.915,20.189,20.389,20.597,20.938,21.107,21.425,21.608,22.007,22.286,22.611,22.900,23.335,23.547,23.598,24.011,24.234,24.570,24.804,25.119,25.521,25.779,26.175,26.516,26.842,27.072,27.368,27.693,27.989,28.182,28.604,28.910,29.387,29.765,29.901,30.364,30.825,31.295,31.604,32.105,32.492,32.686,32.883,33.264,33.557,33.925,34.307,34.658,35.203,35.612,36.123,36.509,37.231,37.372,37.837,38.392,38.677,38.956,39.695,40.198,40.626,40.621,41.154,41.404,41.405,41.696,41.962,42.449,43.137,43.228,43.010,43.709,44.006,44.861,45.362,45.730,46.278,46.888,47.038,47.141,47.637,48.188,48.576,49.024,49.429,48.931,49.680,49.629,49.873,50.122,49.787,49.780,49.949,49.989,50.541,51.371,51.929,51.871,52.569,52.836,53.392,54.333,54.089,54.898,55.657,55.400,55.810,56.270,56.736,56.833,57.362,57.853,58.327,58.968,59.205,59.834,60.217,60.560,60.626,61.001,61.991,61.311,62.166,62.604,62.708,62.744,63.645,63.862,63.930,64.055,64.659,64.984,65.643,65.944,66.075,66.959,67.408,68.069,68.717,68.979,69.337,69.743,70.685,71.462,71.585,72.331,72.472,72.305,72.919,73.119,73.735,74.181,75.199,75.352,76.297,76.895,76.819,77.633,78.387,79.188,79.163,79.533,80.594,81.315,82.642,83.087,83.016,83.362,83.295,82.895,83.398,83.670,84.128,84.268,84.530,84.703,85.388,85.931,86.260,87.010,88.319,89.191,90.428,91.122,90.900,90.506,91.452,92.086,91.772,92.579,93.004,93.713,94.109,95.528,96.020,95.816,96.556,96.207,95.908,96.083,96.974,97.695,98.184,98.859,99.251,98.807,98.769,99.174,98.766,97.886,98.776,99.142,98.852,99.842,99.699,99.294,99.982,100.454,99.542,98.966,99.561,100.041,99.266,99.349,99.051,99.382,99.912,100.263,99.901,99.235,100.064,99.978,100.722,100.965,101.380,101.506,102.084,102.121,102.089,102.879,103.290,103.263,104.638,105.165,105.729,106.714,107.126,107.886,108.304,109.853,110.626,110.523,111.210,110.709,110.851,111.415,111.357,111.561,112.085,112.353
16,"        Health care",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,11.821,11.911,11.954,11.922,12.085,12.172,11.856,12.103,12.231,12.575,12.678,12.875,13.188,13.546,13.919,14.241,14.425,14.551,14.651,14.897,15.485,16.086,16.632,16.950,17.232,17.178,16.864,16.850,17.142,17.747,18.234,18.714,18.775,18.804,18.781,18.829,19.331,20.072,20.548,21.071,21.430,21.700,21.832,22.068,22.462,22.584,23.017,23.638,23.875,24.325,24.842,25.257,25.647,26.084,26.448,26.851,27.594,28.089,28.356,28.544,28.800,29.078,29.178,29.397,30.154,30.622,30.480,31.193,31.493,31.808,32.103,32.407,32.751,33.485,33.835,33.938,34.544,35.085,35.149,35.372,35.573,36.076,36.446,36.774,36.832,36.555,37.438,38.211,38.586,39.272,39.368,38.997,38.752,39.017,39.208,39.623,39.905,40.346,40.441,40.587,40.838,40.841,41.016,41.196,41.530,41.848,42.481,43.034,43.250,43.294,43.593,44.031,44.549,45.088,45.708,46.064,46.603,46.962,47.417,47.557,47.673,47.515,47.526,47.983,48.583,49.171,49.623,49.738,49.697,49.989,50.340,50.867,51.296,51.713,52.000,51.949,52.028,51.947,52.002,52.029,52.123,52.293,52.470,52.748,53.086,53.332,53.653,53.906,53.930,54.461,54.663,55.348,55.646,55.946,56.527,57.063,57.776,58.050,58.316,58.354,58.480,58.712,59.188,59.749,60.097,60.891,61.305,61.952,62.845,63.557,64.495,65.525,66.808,67.781,68.334,68.728,69.123,69.442,69.927,70.421,70.781,71.625,72.717,73.591,73.752,74.216,75.094,75.201,75.555,76.046,76.438,77.073,77.349,77.758,78.499,78.864,79.676,79.899,80.168,80.387,80.965,81.860,82.363,81.968,81.866,82.592,83.789,83.918,84.213,84.271,83.994,84.777,85.949,85.675,85.685,86.094,85.708,86.472,86.749,87.683,87.034,88.633,90.238,91.848,92.933,93.640,95.010,95.052,96.737,98.100,97.635,98.806,99.597,99.190,100.361,100.852,101.705,102.187,103.418,102.755,104.783,105.704,106.552,107.750,103.636,86.417,100.349,104.087,103.761,106.978,108.835,110.235,110.365,110.730,112.305,114.373,117.116,117.947,118.879,121.184,123.250,124.215,126.148
17,"        Transportation services",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,16.202,16.445,16.786,16.993,17.089,17.125,17.168,17.203,17.174,17.276,17.360,17.612,17.759,17.986,18.037,18.236,18.434,18.644,18.898,19.178,19.420,19.678,19.973,20.197,20.335,20.655,21.001,21.310,21.524,21.993,21.975,22.619,22.889,22.972,23.324,23.610,24.052,24.446,24.919,25.303,25.723,26.116,26.511,26.978,26.976,27.085,27.480,27.471,27.707,28.215,28.615,29.088,29.608,29.868,30.191,30.484,30.584,30.587,30.569,30.513,30.865,30.838,30.701,30.532,30.544,30.848,31.398,31.801,32.330,32.590,32.692,33.205,34.242,34.795,35.487,35.534,35.451,36.060,36.094,35.833,36.758,37.150,37.022,36.839,35.848,34.419,34.531,34.212,34.106,33.299,33.426,33.004,32.502,32.426,32.681,33.316,34.181,34.523,35.514,36.572,37.758,38.840,39.745,40.954,42.262,43.345,43.823,44.350,44.897,44.989,45.656,45.798,46.308,47.073,47.562,47.836,48.689,49.518,50.342,51.132,51.005,51.031,51.129,51.006,51.125,51.259,51.051,50.522,48.863,48.587,48.277,48.543,49.519,50.335,52.177,52.068,52.300,53.208,54.167,55.414,56.749,58.053,59.397,60.809,61.544,62.153,63.422,64.812,66.482,67.490,68.591,69.954,71.950,72.757,73.850,74.116,74.946,76.029,76.957,78.002,79.099,80.010,81.733,82.681,83.850,84.843,85.431,85.683,85.725,85.218,83.350,81.692,82.115,81.407,81.306,81.419,81.903,81.249,82.780,83.360,84.167,84.753,85.098,85.575,85.378,85.804,86.132,85.520,85.514,85.776,85.948,86.951,87.490,87.297,87.110,86.844,86.174,85.102,83.660,80.741,78.805,77.531,77.576,77.852,78.082,77.417,78.006,79.260,79.409,81.537,82.724,82.676,81.691,83.604,83.511,83.661,84.957,86.809,87.841,87.950,90.178,90.689,91.904,91.896,92.391,93.422,93.621,94.677,95.931,96.065,97.250,98.301,97.824,98.650,101.065,102.461,104.976,104.444,103.576,103.498,105.228,107.816,110.544,111.373,101.923,68.717,79.119,82.052,84.756,97.615,109.818,112.329,111.602,111.427,111.239,110.958,111.228,111.862,111.852,113.210,113.376,117.291,118.168
18,"        Recreation services",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,8.181,8.379,8.435,8.536,8.734,8.832,8.866,8.952,9.040,9.145,9.243,9.470,9.477,9.828,9.620,9.763,9.900,9.943,10.402,10.016,10.410,10.316,10.405,10.769,10.824,10.804,10.819,11.019,11.074,11.382,11.646,11.986,12.069,11.781,12.269,11.528,12.198,12.603,12.768,13.073,13.277,13.509,13.361,13.505,13.816,13.841,13.935,13.967,14.043,14.233,14.357,14.826,14.806,14.978,15.204,15.523,16.052,16.379,16.473,16.759,16.958,17.287,17.712,18.148,18.266,18.171,18.467,18.818,19.016,19.371,20.015,20.402,20.312,20.690,21.176,21.608,21.714,21.765,22.156,22.218,22.664,22.909,23.174,23.384,23.588,23.410,23.742,24.504,24.874,25.715,26.350,26.388,26.872,27.089,27.417,27.749,28.469,29.368,30.060,30.550,30.944,31.272,31.791,32.309,32.964,33.615,34.110,34.761,34.946,35.091,35.442,36.237,36.468,36.724,37.134,37.826,38.939,40.148,41.188,41.951,42.605,42.995,43.339,43.406,44.239,45.002,45.165,45.411,44.583,44.365,44.512,45.071,46.657,47.174,47.750,48.757,49.450,50.168,51.293,51.430,51.936,52.802,53.778,54.169,55.471,56.919,57.784,58.691,58.847,59.468,60.383,60.512,61.107,61.539,61.774,62.385,63.114,63.137,63.894,64.442,64.993,66.022,67.445,68.199,68.138,68.720,68.822,68.663,69.211,68.497,68.115,68.070,68.516,68.622,68.797,69.538,69.387,70.379,71.688,73.014,74.374,74.442,74.905,75.145,75.940,76.476,76.513,77.289,78.242,78.634,79.110,81.133,81.633,81.991,82.967,83.277,83.058,83.555,82.794,82.042,81.972,81.262,81.785,82.147,82.914,84.109,84.934,84.633,83.505,84.069,84.381,83.307,84.468,85.759,86.139,87.243,87.521,87.244,88.344,88.776,89.917,89.484,91.052,92.398,93.345,94.312,94.368,96.810,97.256,96.668,98.121,99.274,100.599,100.534,99.652,99.215,101.294,101.514,101.921,101.463,101.928,102.989,103.796,104.178,96.025,64.761,78.304,79.267,84.585,92.437,98.870,103.094,103.428,105.654,106.103,107.502,109.105,109.061,109.870,110.068,110.744,111.291,112.284
19,"        Food services and accommodations",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,22.256,22.552,23.040,23.299,22.914,23.259,22.951,22.980,23.162,22.981,22.933,23.326,23.556,23.788,24.049,24.328,24.366,24.446,24.487,24.814,25.381,25.707,25.917,26.126,26.725,27.479,27.876,28.422,28.939,28.993,29.164,28.901,28.661,28.411,28.721,29.011,30.112,30.374,30.706,30.740,30.711,31.377,31.155,31.335,32.026,32.381,32.428,32.061,31.729,31.958,32.270,32.800,33.859,34.357,34.988,35.384,36.431,36.095,36.525,36.450,35.883,36.076,35.968,36.242,36.587,37.450,37.416,38.709,39.349,39.592,40.223,40.057,41.730,41.095,40.413,40.239,41.201,42.356,43.286,43.563,44.098,43.439,43.600,44.553,44.145,43.575,43.678,44.370,44.812,44.679,44.151,43.881,43.840,44.522,44.978,45.355,45.765,45.874,46.475,46.455,47.201,46.969,47.761,47.747,47.867,48.338,48.072,47.928,48.808,49.301,49.490,50.162,51.112,51.735,51.949,53.299,53.336,54.555,55.909,56.674,56.437,56.306,56.811,57.010,58.298,58.777,59.188,58.368,57.898,59.017,58.915,58.948,60.439,59.155,59.543,61.622,61.043,61.424,61.978,61.656,61.633,62.404,62.880,62.955,62.504,62.599,62.675,62.542,62.542,62.845,62.921,63.476,64.089,64.058,64.734,64.283,65.006,65.814,66.064,66.989,66.760,67.162,67.432,69.019,70.146,70.762,71.008,70.771,71.293,70.588,70.195,70.083,71.189,71.688,71.797,71.752,72.400,73.877,75.168,76.006,76.677,77.011,77.750,78.534,79.152,80.134,80.744,81.632,82.925,82.499,82.961,84.311,83.917,84.218,84.290,85.178,83.968,84.445,83.826,82.786,81.435,80.846,80.789,80.687,81.707,82.715,83.301,83.602,84.292,84.928,85.392,85.652,86.359,86.840,87.228,87.939,88.876,87.850,88.211,89.670,89.784,90.966,92.052,93.484,94.388,95.638,95.838,96.482,96.886,97.005,97.457,97.930,99.728,99.430,100.005,100.837,101.607,102.267,103.916,103.480,102.935,103.930,105.320,106.912,97.779,65.608,87.107,86.012,90.446,102.268,106.583,106.515,106.146,111.842,112.994,112.779,114.627,114.006,115.628,117.214,116.495,116.426,117.157
20,"        Financial services and insurance",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,10.863,11.231,11.455,11.676,11.665,11.808,11.832,11.756,12.292,12.587,12.245,12.398,12.198,12.451,12.327,12.365,12.254,12.523,12.945,13.425,13.309,13.545,13.926,13.954,14.174,14.395,14.650,15.200,15.322,15.240,15.083,14.838,15.425,15.705,16.254,16.194,16.011,16.937,17.049,17.132,16.671,16.901,17.010,17.328,17.279,17.451,17.713,17.979,18.293,18.271,18.237,18.229,18.883,19.018,19.497,19.746,20.133,20.294,20.395,20.592,20.018,20.366,21.113,21.765,22.652,22.752,22.796,23.246,23.613,23.879,24.210,24.653,25.079,25.291,25.715,26.255,26.345,26.993,26.905,26.913,26.883,27.934,28.028,27.677,28.003,27.325,27.973,28.776,27.879,27.747,27.630,28.286,29.140,29.566,30.276,32.031,33.538,34.250,35.106,34.927,34.211,34.355,34.985,35.077,37.070,37.784,38.588,38.627,38.928,39.178,39.364,40.056,41.853,41.739,41.627,41.507,42.021,42.137,42.786,42.972,44.331,44.865,45.023,45.123,45.264,45.314,45.610,46.017,47.935,49.234,49.751,50.260,52.043,52.184,52.737,53.583,55.246,56.151,57.042,58.054,58.524,57.930,57.518,57.868,58.687,59.696,60.250,60.532,61.596,61.739,61.615,62.228,63.433,64.194,66.015,66.909,68.093,70.342,71.924,72.918,74.693,76.515,78.311,81.099,85.398,85.574,86.005,86.284,84.606,83.515,82.242,82.850,82.600,82.612,82.981,83.226,82.808,83.005,83.107,82.971,84.359,84.852,86.044,88.156,88.900,90.028,91.313,91.458,92.279,91.913,91.805,92.820,93.465,93.862,95.230,95.209,95.873,96.752,97.027,97.309,97.162,96.676,95.321,94.000,94.649,95.486,95.704,96.748,97.515,97.623,98.971,98.433,98.841,97.003,96.264,95.575,96.649,96.695,96.196,97.027,96.473,97.028,98.274,98.786,99.778,100.496,99.898,99.978,98.054,96.828,97.448,97.714,99.248,99.724,100.311,100.718,100.469,100.360,99.870,99.355,98.777,97.573,97.371,98.052,97.982,96.880,98.134,100.230,101.309,101.309,101.714,102.405,101.269,100.694,101.564,102.077,103.540,105.884,106.203,106.168,107.728,107.520,108.501
