"Table 2.3.3. Real Personal Consumption Expenditures by Major Type of Product, Quantity Indexes"
21,"        Other services",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,20.822,21.285,21.320,21.538,21.756,22.006,21.848,22.036,22.184,22.581,22.657,23.069,23.245,23.466,23.662,23.698,23.537,24.211,24.652,25.106,25.132,25.467,25.455,25.808,25.957,26.452,27.303,27.965,28.149,28.346,28.420,29.095,29.482,30.099,30.378,30.760,30.873,30.982,31.108,31.080,31.500,31.766,32.003,32.428,32.865,32.929,33.148,32.868,32.932,33.017,32.966,33.431,33.985,34.171,34.643,35.306,35.522,35.702,35.535,35.255,34.750,34.591,33.974,34.138,34.206,34.456,34.735,35.180,35.600,35.511,35.920,36.830,37.149,37.372,37.802,38.598,39.373,39.731,40.028,39.777,39.852,39.795,40.221,40.450,40.013,39.707,39.506,40.195,39.264,39.076,38.855,38.796,38.999,39.556,39.915,40.767,41.331,42.297,42.555,43.452,43.743,43.853,44.837,45.718,46.485,47.514,48.346,48.245,47.944,47.707,48.276,48.755,50.643,51.322,51.860,52.376,53.314,53.108,53.834,54.241,54.591,55.140,55.613,55.808,56.270,56.687,56.732,55.239,54.438,54.192,54.102,54.103,55.148,56.031,56.960,57.276,56.813,57.090,57.902,58.476,59.172,59.412,60.200,60.393,60.753,61.042,60.768,61.215,62.273,62.458,64.133,63.135,64.880,65.814,67.135,68.619,70.028,70.748,72.364,72.465,73.261,74.152,74.289,75.915,77.385,78.974,80.334,80.753,81.169,82.382,82.534,83.492,82.843,82.764,82.064,83.013,84.306,84.614,84.849,84.670,85.010,85.916,86.733,86.487,87.330,87.040,86.830,87.400,88.175,89.593,89.999,91.009,91.820,91.691,91.396,91.198,90.973,90.712,90.193,90.081,89.509,87.781,88.052,87.358,87.646,87.758,87.962,87.677,88.945,88.560,87.782,87.935,88.578,87.574,87.379,87.114,85.455,86.579,87.452,88.066,88.975,89.487,90.909,92.233,91.410,92.754,93.108,93.510,95.011,95.447,96.382,96.749,99.003,99.700,100.229,101.068,100.981,103.515,103.633,104.873,105.431,105.645,107.861,109.039,108.093,93.420,100.423,103.889,106.958,111.056,115.134,115.798,117.173,118.428,121.089,120.557,122.712,122.939,122.604,124.860,125.742,126.000,125.967
22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)1",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2.488,2.476,2.464,2.532,2.695,2.786,2.823,2.802,2.744,2.836,2.868,2.951,2.991,2.955,2.915,2.878,2.887,2.979,3.094,3.203,3.360,3.387,3.381,3.384,3.373,3.481,3.630,3.741,3.771,3.707,3.639,3.576,3.645,3.755,3.918,4.051,4.072,4.040,4.030,4.031,4.017,4.039,4.098,4.180,4.249,4.309,4.426,4.374,4.429,4.516,4.628,4.799,4.749,4.797,4.749,5.021,4.906,4.966,4.789,4.818,4.820,4.810,4.754,4.786,4.723,4.765,4.836,4.952,5.090,5.105,5.114,5.138,5.123,5.124,5.171,5.384,5.386,5.437,5.418,5.535,5.718,5.705,5.460,5.625,5.718,5.748,6.023,6.189,6.219,6.183,6.443,6.800,7.114,7.374,7.643,7.954,8.323,8.439,8.831,9.326,9.540,9.938,10.330,10.843,10.718,10.951,11.097,11.111,11.715,12.484,12.724,12.899,13.081,13.268,13.602,13.830,14.584,15.158,15.795,16.292,16.466,17.324,18.230,19.090,19.595,21.043,22.625,23.292,23.751,24.131,25.032,25.952,27.727,29.291,30.588,31.795,31.675,31.790,32.653,33.075,33.921,34.799,35.711,36.081,36.279,36.631,36.800,37.508,38.745,39.175,39.413,38.289,36.005,35.646,35.548,36.047,37.272,38.520,40.014,41.485,41.810,42.162,42.497,43.055,44.525,44.757,46.493,47.918,48.205,49.263,50.149,51.241,52.212,53.740,55.980,57.361,57.704,59.020,59.463,59.336,60.063,59.817,60.151,59.164,57.392,58.818,59.501,62.817,65.004,67.038,68.061,67.735,68.158,67.257,68.269,71.783,74.271,77.651,80.151,83.846,82.127,80.146,80.953,84.303,84.758,85.729,84.515,83.148,84.800,87.662,92.137,89.610,92.061,96.486,97.203,100.725,97.187,97.358,97.518,97.505,96.481,97.757,97.912,96.642,94.691,95.094,97.479,99.927,99.540,98.188,101.796,101.980,101.411,100.804,98.455,99.330,101.243,103.726,104.485,109.679,99.200,101.154,102.499,102.260,117.884,127.674,110.368,107.784,101.805,95.182,96.375,99.995,104.854,108.759,109.771,107.076,102.864,101.876,101.918,101.500,105.045,109.181,107.992
23,"        Gross output of nonprofit institutions2",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,11.237,10.964,10.735,10.738,11.225,11.484,11.285,11.442,11.384,11.918,11.959,12.188,12.383,12.442,12.527,12.607,12.783,13.083,13.341,13.627,14.089,14.237,14.313,14.319,14.577,14.910,15.269,15.590,15.878,16.084,16.122,16.209,16.423,16.830,17.261,17.619,17.831,18.174,18.260,18.536,18.774,19.038,19.223,19.528,19.813,19.884,20.272,20.497,20.860,21.366,21.800,22.172,22.461,22.701,22.793,23.161,23.357,23.629,23.234,23.508,23.500,23.808,23.738,23.900,24.204,24.583,24.507,25.290,25.746,25.792,26.068,26.278,26.554,26.955,26.922,27.439,27.873,28.509,28.587,28.812,29.047,29.318,29.095,29.535,29.685,29.577,30.430,30.826,30.944,31.289,31.481,31.786,32.060,32.608,32.890,33.357,33.649,33.873,33.986,34.377,34.643,34.973,35.267,35.734,35.827,36.061,36.575,37.032,37.616,38.173,38.307,38.586,38.993,39.481,40.029,40.352,41.056,41.571,42.267,42.532,42.698,43.089,43.550,44.158,44.758,45.714,46.635,46.789,46.865,47.326,47.875,48.616,49.343,50.021,50.664,50.957,51.157,51.293,51.720,51.796,52.023,52.409,52.833,53.128,52.984,53.166,53.347,53.704,53.915,54.510,54.828,55.389,54.985,55.110,55.580,56.116,57.156,57.713,58.489,59.082,59.469,59.785,60.232,60.866,61.385,61.972,62.660,63.456,64.161,64.841,65.726,66.674,67.833,68.963,69.882,70.234,70.438,70.799,71.010,71.140,71.564,72.102,73.143,73.673,73.339,73.933,74.829,75.560,76.306,77.038,77.565,77.951,78.554,78.620,79.073,79.914,81.014,81.713,82.472,83.175,83.375,83.890,84.540,84.809,84.811,85.550,86.475,86.430,86.702,87.470,87.673,88.071,89.921,89.801,90.984,91.165,90.677,91.417,91.479,92.251,90.935,92.525,93.636,94.676,95.057,95.150,95.498,96.473,97.487,98.640,99.342,100.242,100.303,99.378,99.965,100.355,100.824,102.800,104.032,103.629,103.538,104.034,104.708,104.975,105.107,99.649,102.601,104.706,102.897,104.293,105.171,107.050,107.008,107.318,109.355,110.393,110.103,110.269,110.441,111.854,114.263,114.900,115.762
24,"        Less: Receipts from sales of goods and services by nonprofit institutions3",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,17.787,17.170,16.662,16.427,17.015,17.322,16.757,17.179,17.228,18.152,18.146,18.404,18.720,18.969,19.287,19.582,19.947,20.340,20.569,20.881,21.442,21.695,21.883,21.888,22.496,22.918,23.272,23.660,24.212,24.866,25.155,25.538,25.806,26.385,26.866,27.271,27.684,28.536,28.757,29.362,29.928,30.449,30.686,31.124,31.555,31.546,32.068,32.707,33.351,34.216,34.854,35.190,35.965,36.358,36.694,36.742,37.490,37.922,37.550,38.071,38.045,38.755,38.762,39.028,39.878,40.596,40.225,41.621,42.235,42.296,42.873,43.264,43.909,44.779,44.580,45.126,46.068,47.312,47.536,47.709,47.726,48.348,48.527,49.034,49.112,48.797,49.913,50.337,50.509,51.336,51.104,50.911,50.788,51.366,51.391,51.722,51.613,51.844,51.380,51.312,51.479,51.484,51.444,51.569,51.938,52.049,52.808,53.642,53.887,53.885,53.819,54.112,54.632,55.292,55.880,56.192,56.572,56.836,57.366,57.299,57.410,57.236,57.169,57.425,57.993,58.380,58.652,58.414,58.225,58.709,58.974,59.537,59.557,59.671,59.914,59.703,60.081,60.236,60.436,60.336,60.245,60.379,60.556,60.811,60.507,60.607,60.794,60.981,60.710,61.379,61.732,63.079,63.566,63.921,64.661,65.215,66.158,66.368,66.773,66.915,67.323,67.613,68.109,68.770,68.795,69.554,69.687,70.141,71.048,71.514,72.375,73.227,74.454,75.356,75.590,75.431,75.574,75.488,75.596,75.849,76.140,77.024,78.368,79.551,79.840,80.066,81.049,80.674,80.808,80.990,81.309,81.992,82.668,83.131,83.350,83.099,83.635,83.257,83.322,82.848,83.809,85.286,85.885,85.016,84.852,85.507,87.200,87.630,87.406,87.423,86.105,87.537,89.174,87.461,88.806,87.831,88.402,89.340,89.370,90.411,88.994,90.690,92.130,93.973,95.177,95.164,94.794,95.247,96.756,98.801,98.463,99.619,99.906,98.864,100.508,100.722,100.677,102.470,103.866,101.471,105.075,105.051,105.491,105.949,100.602,89.817,99.853,103.626,103.319,107.602,108.392,109.636,107.727,106.647,109.085,111.612,112.913,113.546,113.765,115.940,117.867,117.026,118.760
,Addenda:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"    PCE excluding food and energy4",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,12.395,12.652,12.812,12.807,12.963,13.137,13.101,13.120,13.100,13.283,13.401,13.735,13.896,14.125,14.244,14.495,14.593,14.786,15.011,15.167,15.503,15.781,16.076,16.120,16.557,16.727,17.029,17.474,17.825,17.835,18.071,18.177,18.239,18.507,18.660,18.719,19.223,19.538,19.911,20.006,20.200,20.384,20.491,20.623,20.708,20.833,21.007,20.891,21.354,21.596,21.868,22.297,22.685,23.055,23.460,24.028,24.665,24.750,24.834,24.845,24.780,24.849,24.833,24.391,24.693,25.018,25.453,25.910,26.391,26.562,26.839,27.134,27.574,27.856,28.119,28.577,28.759,29.619,29.787,30.034,30.152,30.232,30.621,30.670,30.595,29.816,30.327,30.890,31.092,30.967,31.193,30.844,31.081,31.218,31.511,32.134,32.529,33.270,33.861,34.494,34.962,35.390,35.729,36.265,36.911,37.373,38.137,38.142,38.531,39.005,39.853,40.067,40.182,40.746,41.348,41.436,42.159,42.455,42.867,43.416,43.614,43.932,44.391,44.425,45.085,45.084,45.254,44.955,44.792,45.084,45.353,45.449,46.438,46.746,47.335,47.910,48.126,48.641,49.145,49.632,50.222,50.597,51.090,51.742,51.876,52.350,52.861,53.299,53.750,54.411,54.880,55.327,55.990,56.266,57.344,58.047,58.775,59.823,60.655,61.713,62.317,63.280,64.017,65.074,66.353,66.848,67.548,68.071,68.417,68.676,68.930,70.207,70.448,70.707,71.200,71.558,71.963,72.915,74.004,74.536,75.262,75.718,76.733,77.608,78.051,79.001,79.676,79.840,80.951,81.246,81.733,82.639,83.127,83.459,84.075,84.524,84.421,84.812,84.396,83.385,83.096,82.625,83.238,83.014,83.551,84.441,85.043,85.561,86.081,86.277,86.534,86.804,87.668,87.610,87.777,88.293,88.690,89.000,89.421,90.080,90.307,91.462,92.519,93.480,94.029,94.883,95.564,96.073,96.735,97.047,97.688,98.265,99.165,99.460,100.181,101.194,101.945,102.527,103.091,103.321,103.496,104.477,105.645,106.498,104.184,94.139,103.457,105.216,107.495,111.311,112.233,113.656,113.919,114.911,115.681,116.018,117.761,118.100,118.847,120.011,120.749,121.543,122.662
26,"    PCE excluding food, energy, and housing4",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,11.494,11.754,11.893,11.848,11.994,12.165,12.088,12.064,12.010,12.194,12.293,12.621,12.775,12.985,13.080,13.311,13.408,13.600,13.816,13.952,14.302,14.581,14.875,14.867,15.324,15.475,15.766,16.225,16.593,16.573,16.794,16.873,16.912,17.177,17.295,17.308,17.831,18.156,18.525,18.572,18.739,18.887,18.956,19.058,19.132,19.246,19.398,19.216,19.694,19.914,20.160,20.572,20.952,21.319,21.724,22.300,22.962,22.998,23.031,22.984,22.829,22.841,22.767,22.228,22.551,22.888,23.336,23.808,24.311,24.460,24.734,25.034,25.499,25.786,26.046,26.505,26.614,27.495,27.617,27.825,27.911,27.948,28.326,28.330,28.184,27.256,27.786,28.379,28.571,28.392,28.625,28.210,28.478,28.640,28.948,29.625,30.048,30.872,31.460,32.094,32.570,33.003,33.295,33.816,34.497,34.946,35.728,35.654,36.069,36.566,37.469,37.658,37.756,38.381,38.980,38.987,39.771,40.057,40.455,41.008,41.200,41.519,41.996,41.970,42.655,42.598,42.741,42.360,42.135,42.416,42.646,42.694,43.772,44.067,44.680,45.273,45.489,46.035,46.543,47.026,47.592,47.944,48.406,49.059,49.127,49.584,50.102,50.545,51.016,51.729,52.219,52.681,53.369,53.599,54.754,55.471,56.219,57.339,58.205,59.336,59.938,60.959,61.722,62.863,64.263,64.734,65.432,65.908,66.166,66.350,66.585,68.075,68.400,68.741,69.319,69.704,70.117,71.173,72.367,72.891,73.649,74.119,75.124,75.924,76.247,77.152,77.870,78.035,79.286,79.565,80.075,81.081,81.589,81.882,82.465,82.806,82.459,82.766,82.186,80.975,80.689,80.154,80.835,80.451,80.932,81.848,82.478,83.050,83.649,83.869,84.170,84.494,85.523,85.444,85.617,86.190,86.592,86.908,87.380,88.167,88.469,89.876,91.164,92.327,92.987,94.002,94.795,95.370,96.121,96.472,97.223,97.914,99.011,99.361,100.218,101.411,102.266,102.915,103.549,103.787,103.927,105.018,106.327,107.235,104.271,91.864,103.074,105.041,107.636,112.101,113.040,114.589,114.732,115.792,116.619,116.960,119.053,119.428,120.298,121.669,122.507,123.402,124.691
27,"    Energy goods and services5",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,38.967,38.861,39.068,39.175,39.747,40.496,40.005,40.332,39.903,41.291,40.557,40.956,42.113,42.207,42.375,43.433,44.604,43.688,44.281,44.312,45.435,46.149,47.331,47.440,47.302,48.640,49.419,49.879,50.084,51.407,52.023,52.420,52.329,53.470,53.188,54.439,55.471,55.232,56.175,56.398,57.757,57.814,58.646,59.772,60.606,60.288,61.322,61.106,62.249,63.119,62.673,63.031,63.955,65.058,65.946,69.050,68.842,68.901,69.864,68.700,62.691,65.264,66.578,68.356,67.112,68.880,68.549,67.408,69.011,69.802,71.389,74.472,73.297,71.698,74.011,74.030,75.438,75.653,74.881,74.958,77.213,74.254,72.598,72.297,71.572,70.146,69.991,70.429,68.728,70.023,69.493,69.790,71.066,70.309,69.171,69.028,69.543,70.808,72.743,73.321,71.738,73.568,72.895,73.317,75.408,73.223,74.315,75.164,74.450,75.831,76.544,77.643,76.596,79.312,78.111,78.558,80.538,80.817,81.587,81.859,82.424,81.258,81.546,85.525,79.624,81.740,82.762,80.743,80.066,83.372,83.020,81.469,81.461,83.710,83.729,85.167,85.327,85.152,87.978,87.722,88.429,89.000,87.566,86.172,86.885,89.225,90.381,89.419,92.132,91.738,89.643,90.816,90.114,91.368,91.307,93.826,92.393,95.136,95.747,92.634,94.163,96.271,97.008,94.761,92.238,95.496,96.109,98.387,97.240,93.569,94.511,93.898,92.678,96.458,97.653,98.627,97.204,97.106,96.768,98.289,98.385,98.581,97.418,98.481,98.902,99.231,99.615,98.147,95.581,97.779,99.545,97.563,99.213,98.392,98.725,96.999,97.087,95.448,92.189,96.073,96.461,95.559,95.177,96.580,95.991,96.116,97.586,98.076,95.579,94.297,95.498,94.090,91.047,94.128,94.602,92.536,96.024,95.622,94.144,96.989,98.433,95.652,94.589,98.257,102.307,99.187,99.880,97.861,99.175,100.848,102.039,99.543,96.697,100.897,100.009,102.397,102.187,103.194,102.570,104.078,103.810,101.368,102.194,101.255,95.330,89.738,96.481,94.723,97.727,100.541,102.252,101.404,103.641,103.220,100.896,102.470,100.982,101.184,102.177,101.389,99.781,101.671,101.735
28,"    PCE services excluding energy and housing",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,13.930,14.229,14.416,14.584,14.663,14.823,14.705,14.787,14.953,15.170,15.172,15.436,15.552,15.786,15.884,16.025,16.058,16.315,16.601,16.871,17.156,17.438,17.671,17.892,18.112,18.385,18.642,19.003,19.216,19.419,19.537,19.750,19.952,20.089,20.393,20.478,20.832,21.271,21.512,21.706,21.825,22.124,22.220,22.503,22.801,22.947,23.204,23.281,23.391,23.610,23.825,24.199,24.672,24.948,25.323,25.752,26.193,26.365,26.437,26.489,26.330,26.481,26.527,26.793,27.164,27.470,27.579,28.159,28.543,28.732,29.080,29.437,29.938,30.169,30.410,30.734,31.150,31.670,31.884,31.959,32.254,32.505,32.655,32.900,32.807,32.384,32.789,33.396,33.276,33.362,33.382,33.406,33.580,33.969,34.358,35.089,35.765,36.293,36.797,37.170,37.441,37.644,38.250,38.683,39.394,40.008,40.522,40.746,41.083,41.311,41.667,42.174,43.130,43.566,43.964,44.418,45.072,45.566,46.336,46.761,47.108,47.361,47.680,47.986,48.563,49.106,49.510,49.307,49.239,49.624,49.853,50.245,51.347,51.704,52.359,52.960,53.161,53.502,54.085,54.435,54.847,55.190,55.626,55.982,56.391,56.869,57.199,57.606,58.164,58.592,59.095,59.359,60.027,60.455,61.310,61.910,62.846,63.660,64.513,65.038,65.595,66.312,67.049,68.272,69.569,70.328,70.961,71.370,71.643,71.827,71.858,72.405,72.985,73.452,73.772,74.264,74.684,75.190,75.800,76.159,76.830,77.395,78.249,78.886,79.185,79.752,80.361,80.890,81.650,82.135,82.491,83.397,83.769,83.933,84.476,84.916,85.204,85.615,85.569,85.514,85.145,84.742,84.876,84.686,85.007,85.637,86.214,86.358,86.888,87.286,87.676,87.685,88.518,88.541,88.515,88.905,88.666,89.098,89.479,90.253,90.302,91.240,92.557,93.615,94.071,94.969,95.571,96.152,96.822,97.062,97.629,98.364,99.530,99.571,100.162,100.738,101.512,102.278,102.873,102.977,103.112,103.746,104.844,105.799,102.697,86.153,95.691,97.765,99.158,103.482,106.731,108.124,108.438,109.884,111.201,111.750,113.335,113.897,114.481,115.853,117.085,117.964,118.896
29,"    Housing",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,17.669,17.893,18.182,18.446,18.656,18.840,19.076,19.374,19.583,19.754,19.984,20.340,20.539,20.887,21.150,21.521,21.620,21.807,22.085,22.364,22.584,22.843,23.125,23.515,23.788,24.076,24.433,24.761,24.971,25.185,25.507,25.783,26.001,26.272,26.654,27.026,27.364,27.578,27.947,28.370,28.743,29.164,29.532,29.864,30.014,30.209,30.516,30.883,31.206,31.574,32.012,32.519,32.926,33.287,33.655,34.110,34.516,34.945,35.376,35.800,36.383,36.861,37.282,37.629,37.737,37.933,38.214,38.503,38.748,39.067,39.335,39.553,39.753,39.966,40.224,40.622,41.315,41.929,42.417,42.922,43.267,43.646,44.077,44.447,44.896,45.296,45.608,45.898,46.153,46.432,46.584,46.736,46.726,46.671,46.837,47.022,47.190,47.287,47.851,48.428,48.804,49.170,49.803,50.407,50.761,51.287,51.873,52.410,52.594,52.888,53.340,53.698,53.921,54.061,54.661,55.264,55.558,55.906,56.392,56.884,57.109,57.416,57.731,58.145,58.618,58.973,59.319,59.550,59.791,60.139,60.644,61.049,61.426,61.800,62.209,62.635,62.843,63.134,63.582,64.083,64.800,65.298,65.971,66.584,67.139,67.701,68.147,68.533,68.840,69.146,69.465,69.805,70.287,70.837,71.407,71.998,72.582,73.163,73.763,74.357,74.960,75.554,76.120,76.660,77.204,77.830,78.525,79.312,80.154,80.836,81.187,81.246,81.013,80.811,80.824,81.033,81.389,81.759,82.263,82.842,83.383,83.760,84.826,86.100,87.182,88.375,88.807,88.968,89.314,89.689,90.057,90.424,90.799,91.342,92.127,93.144,94.318,95.150,95.586,95.618,95.316,95.174,95.434,96.042,96.870,97.621,98.077,98.305,98.407,98.479,98.500,98.487,98.477,98.527,98.662,98.876,99.249,99.525,99.678,99.671,99.500,99.358,99.232,99.160,99.149,99.198,99.320,99.503,99.718,99.844,99.938,99.962,99.906,99.933,100.003,100.158,100.418,100.680,100.911,101.105,101.436,101.903,102.431,103.036,103.709,104.386,105.148,105.953,106.778,107.621,108.456,109.297,110.118,110.796,111.304,111.625,111.792,111.967,112.170,112.427,112.736,113.090,113.482
30,"    Market-based PCE6",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,44.136,44.765,45.327,45.419,46.172,46.537,46.923,47.481,47.640,47.824,48.278,48.472,48.849,48.944,49.068,48.657,48.301,48.695,48.895,48.828,49.693,49.950,50.444,50.996,51.135,51.567,52.075,52.490,53.043,53.471,53.908,54.526,54.579,55.062,55.658,56.057,56.507,57.185,57.434,58.098,58.651,58.876,59.910,60.602,61.123,62.196,62.925,63.855,64.545,65.512,66.276,67.202,68.061,68.732,69.328,69.981,70.296,70.385,70.681,71.810,71.998,72.405,72.975,73.248,73.532,74.450,75.606,76.210,76.857,77.264,78.111,79.035,79.553,80.467,81.134,81.154,81.960,82.350,82.895,83.723,84.323,84.571,85.110,85.414,85.150,85.248,84.444,83.318,83.087,82.853,83.562,83.479,83.957,84.684,85.248,85.835,86.108,86.148,86.275,86.458,86.984,87.231,87.332,87.779,88.532,88.809,89.222,90.028,90.437,91.310,92.181,93.302,94.079,94.691,95.397,95.654,96.571,97.251,97.771,98.331,98.921,99.529,100.177,101.373,102.124,102.512,103.013,103.197,103.794,104.883,106.225,107.061,104.641,94.412,104.241,105.834,108.609,112.803,113.632,114.853,115.210,115.776,115.951,116.370,117.809,117.998,118.832,119.898,120.269,121.044,122.154
31,"    Market-based PCE excluding food and energy6",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,40.917,41.521,42.210,42.296,42.977,43.304,43.698,44.292,44.422,44.719,45.179,45.174,45.846,45.766,45.858,45.518,45.157,45.433,45.663,45.726,46.683,46.900,47.456,47.977,48.134,48.622,49.046,49.493,50.031,50.419,50.958,51.661,51.703,52.183,52.807,53.265,53.635,54.385,54.762,55.442,56.050,56.286,57.415,58.094,58.740,59.785,60.532,61.638,62.275,63.215,63.985,65.010,66.153,66.669,67.303,67.869,68.298,68.515,68.827,70.114,70.400,70.693,71.258,71.459,71.783,72.840,74.053,74.684,75.344,75.795,76.762,77.684,78.137,79.139,79.818,79.835,80.894,81.129,81.629,82.597,83.176,83.558,84.155,84.587,84.314,84.571,84.021,82.545,82.226,81.952,82.747,82.513,83.049,83.925,84.478,85.065,85.550,85.705,85.800,86.128,86.908,86.927,87.001,87.657,88.236,88.583,89.074,89.733,90.041,91.246,92.289,93.299,93.891,94.737,95.465,95.841,96.716,97.232,97.688,98.342,99.075,99.470,100.170,101.285,102.059,102.464,103.077,103.132,103.810,105.047,106.394,107.441,104.319,92.853,103.733,105.689,108.364,112.890,113.778,115.238,115.596,116.451,116.979,117.397,119.249,119.482,120.342,121.596,122.136,122.857,124.064

Legend/Footnotes
"1. Net expenses of NPISHs, defined as their gross operating expenses less primary sales to households."
"2. Gross output is net of unrelated sales, secondary sales, and sales to business, to government, and to the rest of the world; excludes own-account investment (construction and software)."
"3. Excludes unrelated sales, secondary sales, and sales to business, to government, and to the rest of the world; includes membership dues and fees."
"4. Food consists of food and beverages purchased for off-premises consumption; food services, which include purchased meals and beverages, are not classified as food."
5. Consists of gasoline and other energy goods and of electricity and gas services.
"6. Market-based PCE is a supplemental measure that is based on household expenditures for which there are observable price measures.It excludes most imputed transactions (for example, financial services furnished without payment) and the final consumption expenditures of nonprofit institutions serving households."
